Brand,Category,Original Title,Quality,Lap-Pop Price,Trust-EG Price,Allewaa Price,Minimum Market Price,Suggested Selling Price,Generic Title,Demand_Score,Expert_Rating
Lenovo,Battery,بطارية Lenovo 45N1758 أصلية متوافقة مع ThinkPad Edge E550 وE560 – سعة 48 واط/ساعة,Standard/Copy,1995,N/A,N/A,1995,1895.25,45n1758 48 battery e550 edge lenovo thinkpad أصلية ساعة سعة متوافقة مع وe560 واط,60,6.5
Lenovo,Battery,بطارية Lenovo 45N1767 أصلية متوافقة مع ThinkPad T440s وT450s – سعة 72 واط/ساعة,Standard/Copy,2895,N/A,N/A,2895,2750.25,45n1767 72 battery lenovo t440s thinkpad أصلية ساعة سعة متوافقة مع وt450s واط,60,6.5
Lenovo,Battery,بطارية Lenovo BSNO4170A5-AT أصلية متوافقة مع IdeaPad Miix 510 و520 – سعة 38 واط/ساعة,Standard/Copy,3695,N/A,N/A,3695,3510.25,38 510 at battery bsno4170a5 ideapad lenovo miix أصلية ساعة سعة متوافقة مع و520 واط,60,6.5
Lenovo,Battery,بطارية Lenovo L12L4A02 أصلية متوافقة مع IdeaPad G500S وS510P – سعة 41 واط/ساعة,Standard/Copy,2995,N/A,N/A,2995,2845.25,41 battery g500s ideapad l12l4a02 lenovo أصلية ساعة سعة متوافقة مع وs510p واط,60,6.5
Lenovo,Battery,بطارية Lenovo L14L4A01 أصلية متوافقة مع IdeaPad 500 و Z51-70 – سعة 32 واط/ساعة,Standard/Copy,2895,N/A,N/A,2895,2750.25,32 500 70 battery ideapad l14l4a01 lenovo z51 أصلية ساعة سعة متوافقة مع و واط,60,6.5
Lenovo,Battery,بطارية Lenovo L14S4P22 أصلية متوافقة مع ThinkPad L14 و P14s – سعة 46.5 واط/ساعة,Standard/Copy,4495,N/A,N/A,4495,4270.25,46 5 battery l14 l14s4p22 lenovo p14s thinkpad أصلية ساعة سعة متوافقة مع و واط,60,6.5
Lenovo,Battery,بطارية Lenovo L15C3PB1 أصلية متوافقة مع IdeaPad 330S – سعة 52.5 واط/ساعة,Standard/Copy,3795,N/A,N/A,3795,3605.25,330s 5 52 battery ideapad l15c3pb1 lenovo أصلية ساعة سعة متوافقة مع واط,60,6.5
Lenovo,Battery,بطارية Lenovo L15S4A01 أصلية متوافقة مع IdeaPad 100 – سعة 32 واط/ساعة,Standard/Copy,3695,N/A,N/A,3695,3510.25,100 32 battery ideapad l15s4a01 lenovo أصلية ساعة سعة متوافقة مع واط,60,6.5
Lenovo,Battery,بطارية Lenovo L16M3P24 أصلية متوافقة مع Legion Y520 و IdeaPad Y700 – سعة 45 واط/ساعة,Standard/Copy,3995,N/A,N/A,3995,3795.25,45 battery ideapad l16m3p24 legion lenovo y520 y700 أصلية ساعة سعة متوافقة مع و واط,60,6.5
Lenovo,Battery,بطارية Lenovo L17C4P71 أصلية – متوافقة مع ThinkPad X1 Yoga (الجيل الثالث) – سعة 54 واط/ساعة,Standard/Copy,4195,N/A,N/A,4195,3985.25,54 battery l17c4p71 lenovo thinkpad x1 yoga أصلية الثالث الجيل ساعة سعة متوافقة مع واط,60,6.5
Lenovo,Battery,بطارية Lenovo L17C4PB0 أصلية متوافقة مع Flex 6 وIdeaPad 530S – سعة 45 واط/ساعة,Standard/Copy,3895,N/A,N/A,3895,3700.25,45 530s 6 battery flex l17c4pb0 lenovo أصلية ساعة سعة متوافقة مع وideapad واط,60,6.5
Lenovo,Battery,بطارية Lenovo L17C4PB1 أصلية – متوافقة مع IdeaPad 720S وV730 – سعة 79 واط/ساعة,Standard/Copy,4695,N/A,N/A,4695,4460.25,720s 79 battery ideapad l17c4pb1 lenovo أصلية ساعة سعة متوافقة مع وv730 واط,60,6.5
Lenovo,Battery,بطارية Lenovo L17M3P52 أصلية متوافقة مع ThinkPad E14 و E15 – سعة 45 واط/ساعة,Standard/Copy,3495,N/A,N/A,3495,3320.25,45 battery e14 e15 l17m3p52 lenovo thinkpad أصلية ساعة سعة متوافقة مع و واط,60,6.5
Lenovo,Battery,بطارية Lenovo L18C3PF1 أصلية – متوافقة مع IdeaPad L340-15IRH وL340-17IRH – سعة 45 واط/ساعة,Standard/Copy,4395,N/A,N/A,4395,4175.25,15irh 17irh 45 battery ideapad l18c3pf1 l340 lenovo أصلية ساعة سعة متوافقة مع وl340 واط,60,6.5
Lenovo,Battery,بطارية Lenovo L18C4PF3 أصلية – متوافقة مع IdeaPad C340 وS540 وFlex – سعة 45 واط/ساعة,Standard/Copy,4495,N/A,N/A,4495,4270.25,45 battery c340 ideapad l18c4pf3 lenovo أصلية ساعة سعة متوافقة مع وflex وs540 واط,60,6.5
Lenovo,Battery,بطارية Lenovo L18M3PF9 أصلية – متوافقة مع IdeaPad S540-15IWL – سعة 52.5 واط/ساعة,Standard/Copy,3895,N/A,N/A,3895,3700.25,15iwl 5 52 battery ideapad l18m3pf9 lenovo s540 أصلية ساعة سعة متوافقة مع واط,60,6.5
Lenovo,Battery,بطارية Lenovo L19L4PF1 أصلية متوافقة مع IdeaPad 5 و5i – سعة 70 واط/ساعة,Standard/Copy,3895,N/A,N/A,3895,3700.25,5 70 battery ideapad l19l4pf1 lenovo أصلية ساعة سعة متوافقة مع و5i واط,60,6.5
Lenovo,Battery,بطارية Lenovo L19M3PF7 أصلية – متوافقة مع IdeaPad Gaming 3 وCreator 5 – سعة 45 واط/ساعة,Standard/Copy,3895,N/A,N/A,3895,3700.25,3 45 5 battery gaming ideapad l19m3pf7 lenovo أصلية ساعة سعة متوافقة مع وcreator واط,60,6.5
Lenovo,Battery,بطارية Lenovo SB10K97581 / 01AV424 أصلية متوافقة مع ThinkPad T470 وT570 – سعة 24 واط/ساعة,Standard/Copy,3295,N/A,N/A,3295,3130.25,01av424 24 battery lenovo sb10k97581 t470 thinkpad أصلية ساعة سعة متوافقة مع وt570 واط,60,6.5
Asus,Battery,بطارية أسوس أصلية Genuine Asus ZenBook 14 UX435EA ZenBook 13 UX425UG Battery 63Wh C31n1914 | ضمان 3 شهور,Original,N/A,4800,N/A,4800,4560,13 14 3 63wh asus battery battery c31n1914 genuine ux425ug ux435ea zenbook zenbook أسوس أصلية شهور ضمان,60,8.5
Asus,Battery,بطارية أسوس أصلية Genuine Asus ZenBook DUO UX481 ZenBook DUO UX481F Battery 15.4v 4550mAh 70w C41N1901 | ضمان 3 شهور,Original,N/A,5950,N/A,5950,5652.5,15 3 4550mah 4v 70w asus battery battery c41n1901 duo duo genuine ux481 ux481f zenbook zenbook أسوس أصلية شهور ضمان,60,8.5
Asus,Battery,بطارية أسوس أصلية Genuine Asus ZenBook Flip Pro 15 OLED UM535 UX564 Q528 Q538 Battery 96Wh C32N2002 | ضمان 3 شهور,Original,N/A,6200,N/A,6200,5890,15 3 96wh asus battery battery c32n2002 flip genuine oled pro q528 q538 um535 ux564 zenbook أسوس أصلية شهور ضمان,60,8.5
Asus,Battery,بطارية أسوس أصلية Genuine Asus ZenBook Flip S UX371 UX393 Flip 13 UX363 UX325 Battery 15.47v 4347mAh 67Wh C41N1904 | ضمان 3 شهور,Original,N/A,5400,N/A,5400,5130,13 15 3 4347mah 47v 67wh asus battery battery c41n1904 flip flip genuine s ux325 ux363 ux371 ux393 zenbook أسوس أصلية شهور ضمان,60,8.5
Asus,Battery,بطارية أسوس أصلية Genuine Asus ZenBook Pro 14 OLED UX6404VI-DS91-CA UX8402VU-P1028W Battery 15.48v 76Wh C41N2101 | ضمان 3 شهور,Original,N/A,5795,N/A,5795,5505.25,14 15 3 48v 76wh asus battery battery c41n2101 ca ds91 genuine oled p1028w pro ux6404vi ux8402vu zenbook أسوس أصلية شهور ضمان,60,8.5
Asus,Battery,بطارية أسوس أصلية Genuine Asus ZenBook Pro Duo UX581 XB74T XB94T UX581G UX581GV UX581LV Battery C42N1846-1 - 62Wh | ضمان 3 شهور,Original,N/A,5200,N/A,5200,4940,1 3 62wh asus battery battery c42n1846 duo genuine pro ux581 ux581g ux581gv ux581lv xb74t xb94t zenbook أسوس أصلية شهور ضمان,60,8.5
Hp,Battery,بطارية أصلية اتش بي - Genuine HP EliteBook Folio 1040 G3 Battery 3780mAh 45wh 11.4v - BG06XL | ضمان 3 شهور,Original,N/A,4250,N/A,4250,4037.5,1040 11 3 3780mah 45wh 4v battery battery bg06xl elitebook folio g3 genuine hp أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية أصلية اتش بي - Genuine HP EliteBook X360 830 G5 G6 ZHAN X 13 G2 Battery 6562mAh 53.2wh 7.7v - OR04XL | ضمان 3 شهور,Original,N/A,4350,N/A,4350,4132.5,13 2wh 3 53 6562mah 7 7v 830 battery battery elitebook g2 g5 g6 genuine hp or04xl x x360 zhan أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية أصلية اتش بي - Genuine HP Zbook Firefly 16 G9 EliteBook 860 865 G9 G10 Battery 6304mAh 76wh 11.58v - WP06XL | ضمان 3 شهور,Original,N/A,4950,N/A,4950,4702.5,11 16 3 58v 6304mah 76wh 860 865 battery battery elitebook firefly g10 g9 g9 genuine hp wp06xl zbook أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية أصلية اتش بي Genuine HP Battery EliteBook 830 835 840 845 G7 G8 HP Zbook Firefly 14 G7 G8 - CC03XL 53Wh | ضمان 3 شهور,Original,N/A,4400,N/A,4400,4180,14 3 53wh 830 835 840 845 battery battery cc03xl elitebook firefly g7 g7 g8 g8 genuine hp hp zbook أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية أصلية اتش بي Genuine HP Elitebook 820 G3 820 G4 725 G3 725 G4 828 G4 Battery SN03XL - 3780mAh 44Wh 11.4v | ضمان 3 شهور,Original,N/A,3400,N/A,3400,3230,11 3 3780mah 44wh 4v 725 725 820 820 828 battery battery elitebook g3 g3 g4 g4 g4 genuine hp sn03xl أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية أصلية اتش بي Genuine HP EliteBook 850 G5 850 G6 ZBook 15U G5 15U G6 Battery TT03XL 11.55v 4610mAh 56wh | ضمان 3 شهور,Original,N/A,3700,N/A,3700,3515,11 15u 15u 3 4610mah 55v 56wh 850 850 battery battery elitebook g5 g5 g6 g6 genuine hp tt03xl zbook أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية أصلية اتش بي Genuine HP Elitebook Folio 1040 G4 Battery - BE06XL - 67Wh | ضمان 3 شهور,Original,N/A,4600,N/A,4600,4370,1040 3 67wh battery battery be06xl elitebook folio g4 genuine hp أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية أصلية اتش بي Genuine HP EliteBook x360 830 G7 G8 EliteBook x360 830 G8 Battery CX03XL - 11.55V 4400mAh 53Wh | ضمان 3 شهور,Original,N/A,4400,N/A,4400,4180,11 3 4400mah 53wh 55v 830 830 battery battery cx03xl elitebook elitebook g7 g8 g8 genuine hp x360 x360 أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية أصلية اتش بي Genuine HP Pavilion 14-AL 14-AV Battery SE03XL 11.55V 3450mAh 41.5Wh | ضمان 3 شهور,Original,N/A,3600,N/A,3600,3420,11 14 14 3 3450mah 41 55v 5wh al av battery battery genuine hp pavilion se03xl أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية أصلية اتش بي Original HP Battery EliteBook 840 G5 G6 Zbook 14U G5 G6 - SS03XL - 11.55V 50Wh | ضمان 3 شهور,Original,N/A,3900,N/A,3900,3705,11 14u 3 50wh 55v 840 battery battery elitebook g5 g5 g6 g6 hp original ss03xl zbook أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية أصلية اتش بي Original HP Battery EliteBook 850 G8 850 G7 855 G8 ZBook Firefly 15 G7 - Shape B CC03xl - 11.55V 56Wh | ضمان 3 شهور,Original,N/A,4400,N/A,4400,4180,11 15 3 55v 56wh 850 850 855 b battery battery cc03xl elitebook firefly g7 g7 g8 g8 hp original shape zbook أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية أصلية اتش بي Original HP Pavilion X360 14-ba 14m-ba bk03041xl bk03xl Battery 11.55V 3470mAh | ضمان 3 شهور,Original,N/A,3600,N/A,3600,3420,11 14 14m 3 3470mah 55v ba ba battery battery bk03041xl bk03xl hp original pavilion x360 أصلية اتش بي شهور ضمان,60,8.5
Acer,Battery,بطارية أيسر  Genuine Acer Aspire E15 E5-575g E17 E5-774 F5-573G TravelMate P259 Battery 14.8v 41.4w AS16A7K | ضمان 3 شهور,Original,N/A,4100,N/A,4100,3895,14 3 41 4w 573g 575g 774 8v acer as16a7k aspire battery battery e15 e17 e5 e5 f5 genuine p259 travelmate أيسر شهور ضمان,60,8.5
Acer,Battery,بطارية أيسر  Genuine Acer Nitro 5 - Predator - Aspire - Chromebook Battery 15.28v 3220mAh 48wh AC14B7K | ضمان 3 شهور,Original,N/A,5100,N/A,5100,4845,15 28v 3 3220mah 48wh 5 ac14b7k acer aspire battery battery chromebook genuine nitro predator أيسر شهور ضمان,60,8.5
Acer,Battery,بطارية أيسر  Semi-Original Acer Aspire 3 A314-22 A315-58 Acer Aspire 5 A515-56 Battery - 43.08w AP19B8K | ضمان 3 شهور,Original,N/A,4600,N/A,4600,4370,08w 22 3 3 43 5 56 58 a314 a315 a515 acer acer ap19b8k aspire aspire battery battery original semi أيسر شهور ضمان,60,8.5
Acer,Battery,بطارية أيسر Genuine Acer Aspire 3 A315-21 A315-32 A315-51 A317-32 A314-31 Aspire 5 A515-51 Acer Aspire ES1-523 Battery 7.7v 37w - AP16M5J | ضمان 3 شهور,Original,N/A,4600,N/A,4600,4370,21 3 3 31 32 32 37w 5 51 51 523 7 7v a314 a315 a315 a315 a317 a515 acer acer ap16m5j aspire aspire aspire battery battery es1 genuine أيسر شهور ضمان,60,8.5
Acer,Battery,بطارية أيسر Genuine Acer Aspire 5 A515-45 TravelMate Spin B3 TMB311RNA-32 Chromebook 315 CB315-4H Battery AP20CBL  | ضمان 3 شهور,Original,N/A,4300,N/A,4300,4085,3 315 32 45 4h 5 a515 acer ap20cbl aspire b3 battery battery cb315 chromebook genuine spin tmb311rna travelmate أيسر شهور ضمان,60,8.5
Acer,Battery,بطارية أيسر Genuine Acer Aspire V5-132 ES1-531 TravelMate X359 Acer Spin 5 Acer Swift 3 Battery 36.7w - AC14B18J | ضمان 3 شهور,Original,N/A,4600,N/A,4600,4370,132 3 3 36 5 531 7w ac14b18j acer acer acer aspire battery battery es1 genuine spin swift travelmate v5 x359 أيسر شهور ضمان,60,8.5
Acer,Battery,بطارية أيسر أصلية  -  Genuine Acer aspire nitro vn7-791g-76p7 aspire v nitro vn7-793g-52xn Battery 15.2v 69wh - AC16A8N | ضمان 3 شهور,Original,N/A,3950,N/A,3950,3752.5,15 2v 3 52xn 69wh 76p7 791g 793g ac16a8n acer aspire aspire battery battery genuine nitro nitro v vn7 vn7 أصلية أيسر شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بي  - Compatible HP ProBook 650 645 655 640 G0 G1 battery 10.8V 5200mAh 58W - CA06 | ضمان شهر,Standard/Copy,N/A,1495,N/A,1495,1420.25,10 5200mah 58w 640 645 650 655 8v battery battery ca06 g0 g1 hp probook اتش بي شهر ضمان,60,6.5
Hp,Battery,بطارية اتش بي Compatible Battery for HP 15-CC 15-CD 15-CK 14-BK 14-bf 14-BP Pavilion X360 14-CD - TF03xl | ضمان شهر,Standard/Copy,N/A,2100,N/A,2100,1995,14 14 14 14 15 15 15 battery battery bf bk bp cc cd cd ck hp pavilion tf03xl x360 اتش بي شهر ضمان,60,6.5
Hp,Battery,بطارية اتش بي Compatible HP Pavilion 15-BS 15-BW 14-bw 14-bs 17-BS 17-AK 240 G6 250 G6 Battery JC04 JC03 | ضمان شهر,Standard/Copy,N/A,2000,N/A,2000,1900,14 14 15 15 17 17 240 250 ak battery battery bs bs bs bw bw g6 g6 hp jc03 jc04 pavilion اتش بي شهر ضمان,60,6.5
Hp,Battery,بطارية اتش بي Compatible HP ProBook 450 G1 455 G1 440 G1 470 G1 Battery FP06 10.8V 4400mAh 48wh | ضمان شهر,Standard/Copy,N/A,2000,N/A,2000,1900,10 440 4400mah 450 455 470 48wh 8v battery battery fp06 g1 g1 g1 g1 hp probook اتش بي شهر ضمان,60,6.5
Hp,Battery,بطارية اتش بي Compatible HP ProBook 450 G3 455 G3 470 G3 Envy 15-q Battery RI04 RI06XL 14.8V 2600mAh 44wh | ضمان شهر,Standard/Copy,N/A,1900,N/A,1900,1805,14 15 2600mah 44wh 450 455 470 8v battery battery envy g3 g3 g3 hp probook q ri04 ri06xl اتش بي شهر ضمان,60,6.5
Hp,Battery,بطارية اتش بي Compatible HP ProBook 640 G2 645 G2 650 G2 ProBook 640 G3 645 G3 650 G3 Battery CI03XL 11.4v 50wh | ضمان شهر,Standard/Copy,N/A,2000,N/A,2000,1900,11 4v 50wh 640 640 645 645 650 650 battery battery ci03xl g2 g2 g2 g3 g3 g3 hp probook probook اتش بي شهر ضمان,60,6.5
Hp,Battery,بطارية اتش بي Genuine Battery HP 15-CC 15-CD 15-CK 14-BK 14-bf 14-BP Pavilion X360 14-CD - TF03xl | ضمان 3 شهور,Original,N/A,3300,N/A,3300,3135,14 14 14 14 15 15 15 3 battery battery bf bk bp cc cd cd ck genuine hp pavilion tf03xl x360 اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بي Genuine HP ProBook 450 G6 450 G7 455 G6 zhan 66 14 g2 Battery RE03XL 11.55V 45wh | ضمان 3 شهور,Original,N/A,3700,N/A,3700,3515,11 14 3 450 450 455 45wh 55v 66 battery battery g2 g6 g6 g7 genuine hp probook re03xl zhan اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بي Original HP Pavilion X360 13-bb 14-dv 15-eh Battery - PP03xl/PV03xl - 11.55v 3560mAh 43.3Wh | ضمان 3 شهور,Original,N/A,3700,N/A,3700,3515,11 13 14 15 3 3560mah 3wh 43 55v battery battery bb dv eh hp original pavilion pp03xl pv03xl x360 اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بي | أسود | Compatible HP Pavilion DV4-1000 - Pavilion DV5-1000 - Pavilion DV6-1000 battery 10.8V 4400mAh 48W - EV06 | ضمان شهر,Standard/Copy,N/A,1495,N/A,1495,1420.25,10 1000 1000 1000 4400mah 48w 8v battery battery dv4 dv5 dv6 ev06 hp pavilion pavilion pavilion أسود اتش بي شهر ضمان,60,6.5
Hp,Battery,بطارية اتش بي | أسود | Compatible HP probook 350 G1 340 G1 15-f 14-y battery LA04 | ضمان شهر,Standard/Copy,N/A,2100,N/A,2100,1995,14 15 340 350 battery battery f g1 g1 hp la04 probook y أسود اتش بي شهر ضمان,60,6.5
Hp,Battery,بطارية اتش بي أصلية  Genuine HP Pavilion X360 14-dy 14M-DY 14-dw Aero 13-be 14-ba Battery PC03XL 3560mAh 43.3w | ضمان 3 شهور,Original,N/A,3600,N/A,3600,3420,13 14 14 14 14m 3 3560mah 3w 43 aero ba battery battery be dw dy dy genuine hp pavilion pc03xl x360 أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بي أصلية - Genuine HP Elitebook x2 1012 G2 Battery ji04xl J104XL JI04047XL | ضمان 3 شهور,Original,N/A,3900,N/A,3900,3705,1012 3 battery battery elitebook g2 genuine hp j104xl ji04047xl ji04xl x2 أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بي أصلية - Genuine HP Pavilion 15-DW 15-EG 17-CN 17-CP Battery 11.34v 3440mAh 41.4Wh - HW03XL | ضمان 3 شهور,Original,N/A,4150,N/A,4150,3942.5,11 15 15 17 17 3 3440mah 34v 41 4wh battery battery cn cp dw eg genuine hp hw03xl pavilion أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بي أصلية - Genuine HP Pavilion X360 11-u Battery 11.55v 3615mAh 41.7Wh - NU03XL  | ضمان 3 شهور,Original,N/A,3500,N/A,3500,3325,11 11 3 3615mah 41 55v 7wh battery battery genuine hp nu03xl pavilion u x360 أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,"بطارية اتش بي أصلية Genuine HP EliteBook 840 G10 , 830 G9 ,HP Split X2 13-M00 , 1040 G10 Battery WP03XL 4249mAh 51.3wh | ضمان 3 شهور",Original,N/A,4600,N/A,4600,4370,1040 13 3 3wh 4249mah 51 830 840 battery battery elitebook g10 g10 g9 genuine hp hp m00 split wp03xl x2 أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بي أصلية Genuine HP Elitebook 840 G2 850 G2 745 G2 755 G2 Battery CM03XL CM03 11.1v 4500mAh 50wh | ضمان 3 شهور,Original,N/A,2800,N/A,2800,2660,11 1v 3 4500mah 50wh 745 755 840 850 battery battery cm03 cm03xl elitebook g2 g2 g2 g2 genuine hp أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بي أصلية Genuine HP Elitebook 840 G3 850 G4 745 G3 Zbook 15U G3 G4 Battery TA03XL 11.55V 51Wh | ضمان 3 شهور,Original,N/A,3600,N/A,3600,3420,11 15u 3 51wh 55v 745 840 850 battery battery elitebook g3 g3 g3 g4 g4 genuine hp ta03xl zbook أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بي أصلية Genuine HP EliteBook Folio 1040 G0 1040 G1 1040 G2 Battery BL06XL 42wh | ضمان 3 شهور,Original,N/A,3400,N/A,3400,3230,1040 1040 1040 3 42wh battery battery bl06xl elitebook folio g0 g1 g2 genuine hp أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بي أصلية Genuine HP EliteBook X360 1030 G2 Battery - 11.55v 4690mAh 57Wh - OM03XL | ضمان 3 شهور,Original,N/A,4000,N/A,4000,3800,1030 11 3 4690mah 55v 57wh battery battery elitebook g2 genuine hp om03xl x360 أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بي أصلية Genuine HP Elitebook X360 1040 G5 HP Elitebook X360 1040 G6 Battery BL04XL 56.2Wh | ضمان 3 شهور,Original,N/A,4600,N/A,4600,4370,1040 1040 2wh 3 56 battery battery bl04xl elitebook elitebook g5 g6 genuine hp hp x360 x360 أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بي أصلية Genuine HP pavilion 360 Envy 360 Battery LK03XL 11.55v 52.5Wh | ضمان 3 شهور,Original,N/A,4000,N/A,4000,3800,11 3 360 360 52 55v 5wh battery battery envy genuine hp lk03xl pavilion أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بي أصلية Original HP Pavilion 15-BC 15T-BC 15-dp HP Omen 15-AX 15T-AX Battery TE03XL 11.55v 5150mAh 61.6Wh | ضمان 3 شهور,Original,N/A,4300,N/A,4300,4085,11 15 15 15 15t 15t 3 5150mah 55v 61 6wh ax ax battery battery bc bc dp hp hp omen original pavilion te03xl أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بي أصلية Original HP Pavilion 15-BC HP Omen 15-AX Battery TE04XL 15.4V 63.3Wh | ضمان 3 شهور,Original,N/A,4400,N/A,4400,4180,15 15 15 3 3wh 4v 63 ax battery battery bc hp hp omen original pavilion te04xl أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بي أصلية Original HP Pavilion 15-BS 15-BW 14-bw 14-bs 17-BS 17-AK 240 G6 250 G6 Battery JC04 JC03 | ضمان 3 شهور,Original,N/A,3300,N/A,3300,3135,14 14 15 15 17 17 240 250 3 ak battery battery bs bs bs bw bw g6 g6 hp jc03 jc04 original pavilion أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بي أصلية Original HP ProBook 450 G3 455 G3 470 G3 Envy 15-q Battery RI04 RI06XL 14.8V 2600mAh 44wh | ضمان 3 شهور,Original,N/A,3400,N/A,3400,3230,14 15 2600mah 3 44wh 450 455 470 8v battery battery envy g3 g3 g3 hp original probook q ri04 ri06xl أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بي أصلية Original HP Zbook Studio G5 ZBook Studio X360 G5 X360 EliteBook 1050 G1 Battery ZG06XL 11.55v 8310mAh 95.9w | ضمان 3 شهور,Original,N/A,4900,N/A,4900,4655,1050 11 3 55v 8310mah 95 9w battery battery elitebook g1 g5 g5 hp original studio studio x360 x360 zbook zbook zg06xl أصلية اتش بي شهور ضمان,60,8.5
Hp,Battery,بطارية اتش بيCompatible HP Elitebook 840 G2 850 G2 745 G2 755 G2 Battery CM03XL CM03 11.1v 4500mAh 50wh | ضمان شهر,Standard/Copy,N/A,2000,N/A,2000,1900,11 1v 4500mah 50wh 745 755 840 850 battery battery cm03 cm03xl elitebook g2 g2 g2 g2 hp اتش بيcompatible شهر ضمان,60,6.5
Dell,Battery,بطارية ديل  Compatible Dell Latitude E7280 E7480 7390 7490 7380 7290 Battery - F3YGT - 7.6v 60Wh | ضمان شهر,Standard/Copy,N/A,2400,N/A,2400,2280,60wh 6v 7 7290 7380 7390 7490 battery battery dell e7280 e7480 f3ygt latitude ديل شهر ضمان,60,6.5
Dell,Battery,بطارية ديل Compatible Dell inspiron 3576 5558 5559 5555 3451 3551 5758 Vostro 3458 3558 Battery M5Y1K | ضمان شهر,Standard/Copy,N/A,1500,N/A,1500,1425,3451 3458 3551 3558 3576 5555 5558 5559 5758 battery battery dell inspiron m5y1k vostro ديل شهر ضمان,60,6.5
Dell,Battery,بطارية ديل Compatible Dell Inspiron 5570 5567 WDX0R 3CRH3 T2JX4 FC92N Battery 11.4v 42Wh | ضمان شهر,Standard/Copy,N/A,2250,N/A,2250,2137.5,11 3crh3 42wh 4v 5567 5570 battery battery dell fc92n inspiron t2jx4 wdx0r ديل شهر ضمان,60,6.5
Dell,Battery,بطارية ديل Compatible Dell Inspiron 7577 Latitude 3580 Battery 33YDH - 15.2v 55Wh | ضمان شهر,Standard/Copy,N/A,2400,N/A,2400,2280,15 2v 33ydh 3580 55wh 7577 battery battery dell inspiron latitude ديل شهر ضمان,60,6.5
Dell,Battery,بطارية ديل Compatible Dell Inspiron N5110 N5010 Battery J1KND 11.1v 4400mAh | ضمان شهر,Standard/Copy,N/A,1800,N/A,1800,1710,11 1v 4400mah battery battery dell inspiron j1knd n5010 n5110 ديل شهر ضمان,60,6.5
Dell,Battery,بطارية ديل Compatible Dell Latitude E5570 E5450 E5470 E5550 Precision 3510 Battery 7.6V 62Wh - 6MT4T | ضمان شهر,Standard/Copy,N/A,2400,N/A,2400,2280,3510 62wh 6mt4t 6v 7 battery battery dell e5450 e5470 e5550 e5570 latitude precision ديل شهر ضمان,60,6.5
Dell,Battery,بطارية ديل Dell Inspiron 3521 3542 5537 5748 Latitude 3440 vostro 2521 Battery 11.1v 4400mAh 49Wh - MR90Y| ضمان شهر,Standard/Copy,N/A,2050,N/A,2050,1947.5,11 1v 2521 3440 3521 3542 4400mah 49wh 5537 5748 battery battery dell inspiron latitude mr90y vostro ديل شهر ضمان,60,6.5
Dell,Battery,بطارية ديل أصلية - Genuine Dell Inspiron 5420 7420 4420 17R 5720 Battery 11.1v 5240mAh 60Wh - T54FJ | ضمان 3 شهور,Original,N/A,2800,N/A,2800,2660,11 17r 1v 3 4420 5240mah 5420 5720 60wh 7420 battery battery dell genuine inspiron t54fj أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية - Genuine Dell Latitude 5289 7389 7390 E5289 2-IN-1 Battery 11.4v 3745mAh 45Wh - 71TG4 | ضمان 3 شهور,Original,N/A,3750,N/A,3750,3562.5,1 11 2 3 3745mah 45wh 4v 5289 71tg4 7389 7390 battery battery dell e5289 genuine in latitude أصلية ديل شهور ضمان,60,8.5
